Matrice,M,N,NZ,Densità,Thread,Tempo Medio (s),FLOPs,GFLOPS,Speedup
FEM_3D_thermal1.mtx,17880,17880,430740,0.00134735,37,0.000267,861480,3.224583,2.93
FEM_3D_thermal1.mtx,17880,17880,430740,0.00134735,38,0.000278,861480,3.099329,2.82
FEM_3D_thermal1.mtx,17880,17880,430740,0.00134735,39,0.000283,861480,3.040371,2.77
FEM_3D_thermal1.mtx,17880,17880,430740,0.00134735,40,0.000280,861480,3.071919,2.79
ML_Laplace.mtx,377002,377002,27689972,0.06982063,2,0.029951,55379944,1.849026,1.18
ML_Laplace.mtx,377002,377002,27689972,0.06982063,3,0.017381,55379944,3.186282,2.03
ML_Laplace.mtx,377002,377002,27689972,0.06982063,4,0.014726,55379944,3.760812,2.40
ML_Laplace.mtx,377002,377002,27689972,0.06982063,5,0.013408,55379944,4.130344,2.64
ML_Laplace.mtx,377002,377002,27689972,0.06982063,6,0.012584,55379944,4.400755,2.81
ML_Laplace.mtx,377002,377002,27689972,0.06982063,7,0.012144,55379944,4.560394,2.91
ML_Laplace.mtx,377002,377002,27689972,0.06982063,8,0.011606,55379944,4.771772,3.05
ML_Laplace.mtx,377002,377002,27689972,0.06982063,9,0.011467,55379944,4.829704,3.08
ML_Laplace.mtx,377002,377002,27689972,0.06982063,10,0.011227,55379944,4.932540,3.15
ML_Laplace.mtx,377002,377002,27689972,0.06982063,11,0.011124,55379944,4.978247,3.18
ML_Laplace.mtx,377002,377002,27689972,0.06982063,12,0.012074,55379944,4.586572,2.93
ML_Laplace.mtx,377002,377002,27689972,0.06982063,13,0.011478,55379944,4.825061,3.08
ML_Laplace.mtx,377002,377002,27689972,0.06982063,14,0.011179,55379944,4.953994,3.16
ML_Laplace.mtx,377002,377002,27689972,0.06982063,15,0.010979,55379944,5.044144,3.22
ML_Laplace.mtx,377002,377002,27689972,0.06982063,16,0.011256,55379944,4.919915,3.14
ML_Laplace.mtx,377002,377002,27689972,0.06982063,17,0.011571,55379944,4.786163,3.06
ML_Laplace.mtx,377002,377002,27689972,0.06982063,18,0.011431,55379944,4.844836,3.09
ML_Laplace.mtx,377002,377002,27689972,0.06982063,19,0.011358,55379944,4.875655,3.11
ML_Laplace.mtx,377002,377002,27689972,0.06982063,20,0.011446,55379944,4.838469,3.09
ML_Laplace.mtx,377002,377002,27689972,0.06982063,21,0.011223,55379944,4.934692,3.15
ML_Laplace.mtx,377002,377002,27689972,0.06982063,22,0.011317,55379944,4.893606,3.13
ML_Laplace.mtx,377002,377002,27689972,0.06982063,23,0.011711,55379944,4.728923,3.02
ML_Laplace.mtx,377002,377002,27689972,0.06982063,24,0.012055,55379944,4.594109,2.93
ML_Laplace.mtx,377002,377002,27689972,0.06982063,25,0.012478,55379944,4.438310,2.83
ML_Laplace.mtx,377002,377002,27689972,0.06982063,26,0.012745,55379944,4.345103,2.77
ML_Laplace.mtx,377002,377002,27689972,0.06982063,27,0.013134,55379944,4.216614,2.69
ML_Laplace.mtx,377002,377002,27689972,0.06982063,28,0.013796,55379944,4.014088,2.56
ML_Laplace.mtx,377002,377002,27689972,0.06982063,29,0.013747,55379944,4.028656,2.57
ML_Laplace.mtx,377002,377002,27689972,0.06982063,30,0.013932,55379944,3.974961,2.54
ML_Laplace.mtx,377002,377002,27689972,0.06982063,31,0.014233,55379944,3.891054,2.48
ML_Laplace.mtx,377002,377002,27689972,0.06982063,32,0.014487,55379944,3.822804,2.44
ML_Laplace.mtx,377002,377002,27689972,0.06982063,33,0.014647,55379944,3.780869,2.41
ML_Laplace.mtx,377002,377002,27689972,0.06982063,34,0.014932,55379944,3.708700,2.37
ML_Laplace.mtx,377002,377002,27689972,0.06982063,35,0.015145,55379944,3.656568,2.34
ML_Laplace.mtx,377002,377002,27689972,0.06982063,36,0.015304,55379944,3.618591,2.31
ML_Laplace.mtx,377002,377002,27689972,0.06982063,37,0.015420,55379944,3.591488,2.29
ML_Laplace.mtx,377002,377002,27689972,0.06982063,38,0.015572,55379944,3.556292,2.27
ML_Laplace.mtx,377002,377002,27689972,0.06982063,39,0.015958,55379944,3.470399,2.22
ML_Laplace.mtx,377002,377002,27689972,0.06982063,40,0.015838,55379944,3.496570,2.23
PR02R.mtx,161070,161070,8185136,0.04711110,2,0.010403,16370272,1.573606,1.43
PR02R.mtx,161070,161070,8185136,0.04711110,3,0.007246,16370272,2.259215,2.06
PR02R.mtx,161070,161070,8185136,0.04711110,4,0.005819,16370272,2.813331,2.56
PR02R.mtx,161070,161070,8185136,0.04711110,5,0.005172,16370272,3.165238,2.88
PR02R.mtx,161070,161070,8185136,0.04711110,6,0.004955,16370272,3.303686,3.01
PR02R.mtx,161070,161070,8185136,0.04711110,7,0.004695,16370272,3.486888,3.18
PR02R.mtx,161070,161070,8185136,0.04711110,8,0.004523,16370272,3.619700,3.30
PR02R.mtx,161070,161070,8185136,0.04711110,9,0.004408,16370272,3.713672,3.38
PR02R.mtx,161070,161070,8185136,0.04711110,10,0.004725,16370272,3.464701,3.16
PR02R.mtx,161070,161070,8185136,0.04711110,11,0.004701,16370272,3.482639,3.17
PR02R.mtx,161070,161070,8185136,0.04711110,12,0.004565,16370272,3.586403,3.27
PR02R.mtx,161070,161070,8185136,0.04711110,13,0.004869,16370272,3.362361,3.06
PR02R.mtx,161070,161070,8185136,0.04711110,14,0.004681,16370272,3.497369,3.19
PR02R.mtx,161070,161070,8185136,0.04711110,15,0.004501,16370272,3.636864,3.31
PR02R.mtx,161070,161070,8185136,0.04711110,16,0.004451,16370272,3.678299,3.35
PR02R.mtx,161070,161070,8185136,0.04711110,17,0.004426,16370272,3.698371,3.37
PR02R.mtx,161070,161070,8185136,0.04711110,18,0.004402,16370272,3.718865,3.39
PR02R.mtx,161070,161070,8185136,0.04711110,19,0.004400,16370272,3.720229,3.39
PR02R.mtx,161070,161070,8185136,0.04711110,20,0.004379,16370272,3.738154,3.40
PR02R.mtx,161070,161070,8185136,0.04711110,21,0.004367,16370272,3.748938,3.41
PR02R.mtx,161070,161070,8185136,0.04711110,22,0.004351,16370272,3.762791,3.43
PR02R.mtx,161070,161070,8185136,0.04711110,23,0.004471,16370272,3.661182,3.33
PR02R.mtx,161070,161070,8185136,0.04711110,24,0.004602,16370272,3.557317,3.24
PR02R.mtx,161070,161070,8185136,0.04711110,25,0.004827,16370272,3.391203,3.09
PR02R.mtx,161070,161070,8185136,0.04711110,26,0.004879,16370272,3.355000,3.06
PR02R.mtx,161070,161070,8185136,0.04711110,27,0.005037,16370272,3.250145,2.96
PR02R.mtx,161070,161070,8185136,0.04711110,28,0.005129,16370272,3.191817,2.91
PR02R.mtx,161070,161070,8185136,0.04711110,29,0.005270,16370272,3.106226,2.83
PR02R.mtx,161070,161070,8185136,0.04711110,30,0.005275,16370272,3.103548,2.83
