Matrice,M,N,NZ,Densità,Thread,Tempo Medio (s),FLOPs,GFLOPS,Speedup
PR02R.mtx,161070,161070,8185136,0.04711110,31,0.004308,16370272,3.799971,2.25
PR02R.mtx,161070,161070,8185136,0.04711110,32,0.004362,16370272,3.752533,2.22
PR02R.mtx,161070,161070,8185136,0.04711110,33,0.004352,16370272,3.761398,2.22
PR02R.mtx,161070,161070,8185136,0.04711110,34,0.004564,16370272,3.586983,2.12
PR02R.mtx,161070,161070,8185136,0.04711110,35,0.004444,16370272,3.683878,2.18
PR02R.mtx,161070,161070,8185136,0.04711110,36,0.004572,16370272,3.580682,2.12
PR02R.mtx,161070,161070,8185136,0.04711110,37,0.004623,16370272,3.541239,2.09
PR02R.mtx,161070,161070,8185136,0.04711110,38,0.004601,16370272,3.557661,2.10
PR02R.mtx,161070,161070,8185136,0.04711110,39,0.004708,16370272,3.476920,2.06
PR02R.mtx,161070,161070,8185136,0.04711110,40,0.004766,16370272,3.434509,2.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,2,0.000200,22492,0.112694,0.13
adder_dcop_32.mtx,1813,1813,11246,0.00342139,3,0.001449,22492,0.015523,0.02
adder_dcop_32.mtx,1813,1813,11246,0.00342139,4,0.000034,22492,0.669409,0.75
adder_dcop_32.mtx,1813,1813,11246,0.00342139,5,0.000034,22492,0.665113,0.75
adder_dcop_32.mtx,1813,1813,11246,0.00342139,6,0.000031,22492,0.723072,0.81
adder_dcop_32.mtx,1813,1813,11246,0.00342139,7,0.000056,22492,0.402859,0.45
adder_dcop_32.mtx,1813,1813,11246,0.00342139,8,0.000045,22492,0.504636,0.57
adder_dcop_32.mtx,1813,1813,11246,0.00342139,9,0.000011,22492,2.075507,2.33
adder_dcop_32.mtx,1813,1813,11246,0.00342139,10,0.000049,22492,0.458318,0.51
adder_dcop_32.mtx,1813,1813,11246,0.00342139,11,0.000055,22492,0.409131,0.46
adder_dcop_32.mtx,1813,1813,11246,0.00342139,12,0.000051,22492,0.441559,0.50
adder_dcop_32.mtx,1813,1813,11246,0.00342139,13,0.000059,22492,0.380606,0.43
adder_dcop_32.mtx,1813,1813,11246,0.00342139,14,0.000051,22492,0.438130,0.49
adder_dcop_32.mtx,1813,1813,11246,0.00342139,15,0.000047,22492,0.477143,0.54
adder_dcop_32.mtx,1813,1813,11246,0.00342139,16,0.000047,22492,0.480017,0.54
adder_dcop_32.mtx,1813,1813,11246,0.00342139,17,0.000013,22492,1.793917,2.02
adder_dcop_32.mtx,1813,1813,11246,0.00342139,18,0.000045,22492,0.495224,0.56
adder_dcop_32.mtx,1813,1813,11246,0.00342139,19,0.000057,22492,0.392840,0.44
adder_dcop_32.mtx,1813,1813,11246,0.00342139,20,0.000048,22492,0.468689,0.53
adder_dcop_32.mtx,1813,1813,11246,0.00342139,21,0.000058,22492,0.388364,0.44
adder_dcop_32.mtx,1813,1813,11246,0.00342139,22,0.000052,22492,0.435005,0.49
adder_dcop_32.mtx,1813,1813,11246,0.00342139,23,0.000052,22492,0.436534,0.49
adder_dcop_32.mtx,1813,1813,11246,0.00342139,24,0.001668,22492,0.013484,0.02
adder_dcop_32.mtx,1813,1813,11246,0.00342139,25,0.000014,22492,1.584269,1.78
adder_dcop_32.mtx,1813,1813,11246,0.00342139,26,0.004820,22492,0.004666,0.01
adder_dcop_32.mtx,1813,1813,11246,0.00342139,27,0.004914,22492,0.004577,0.01
adder_dcop_32.mtx,1813,1813,11246,0.00342139,28,0.000941,22492,0.023890,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,29,0.000904,22492,0.024885,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,30,0.000900,22492,0.024995,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,31,0.001898,22492,0.011848,0.01
adder_dcop_32.mtx,1813,1813,11246,0.00342139,32,0.000910,22492,0.024704,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,33,0.004887,22492,0.004603,0.01
adder_dcop_32.mtx,1813,1813,11246,0.00342139,34,0.000017,22492,1.331345,1.50
adder_dcop_32.mtx,1813,1813,11246,0.00342139,35,0.001792,22492,0.012551,0.01
adder_dcop_32.mtx,1813,1813,11246,0.00342139,36,0.000961,22492,0.023396,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,37,0.000892,22492,0.025202,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,38,0.000855,22492,0.026308,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,39,0.000907,22492,0.024788,0.03
adder_dcop_32.mtx,1813,1813,11246,0.00342139,40,0.000894,22492,0.025153,0.03
af23560.mtx,23560,23560,484256,0.00087242,2,0.000925,968512,1.046616,0.59
af23560.mtx,23560,23560,484256,0.00087242,3,0.000297,968512,3.259137,1.84
af23560.mtx,23560,23560,484256,0.00087242,4,0.000213,968512,4.537531,2.56
af23560.mtx,23560,23560,484256,0.00087242,5,0.000174,968512,5.567176,3.14
af23560.mtx,23560,23560,484256,0.00087242,6,0.000168,968512,5.758954,3.25
af23560.mtx,23560,23560,484256,0.00087242,7,0.000190,968512,5.108209,2.88
af23560.mtx,23560,23560,484256,0.00087242,8,0.000145,968512,6.685343,3.77
af23560.mtx,23560,23560,484256,0.00087242,9,0.000187,968512,5.179782,2.92
af23560.mtx,23560,23560,484256,0.00087242,10,0.000178,968512,5.429886,3.06
af23560.mtx,23560,23560,484256,0.00087242,11,0.000130,968512,7.428960,4.19
af23560.mtx,23560,23560,484256,0.00087242,12,0.000136,968512,7.112785,4.01
af23560.mtx,23560,23560,484256,0.00087242,13,0.000142,968512,6.798851,3.83
af23560.mtx,23560,23560,484256,0.00087242,14,0.000149,968512,6.510255,3.67
af23560.mtx,23560,23560,484256,0.00087242,15,0.000126,968512,7.666033,4.32
af23560.mtx,23560,23560,484256,0.00087242,16,0.000124,968512,7.809436,4.40
af23560.mtx,23560,23560,484256,0.00087242,17,0.000124,968512,7.784212,4.39
af23560.mtx,23560,23560,484256,0.00087242,18,0.000120,968512,8.072187,4.55
af23560.mtx,23560,23560,484256,0.00087242,19,0.000118,968512,8.185475,4.61
af23560.mtx,23560,23560,484256,0.00087242,20,0.000113,968512,8.536241,4.81
af23560.mtx,23560,23560,484256,0.00087242,21,0.000119,968512,8.162602,4.60
af23560.mtx,23560,23560,484256,0.00087242,22,0.001558,968512,0.621750,0.35
af23560.mtx,23560,23560,484256,0.00087242,23,0.001725,968512,0.561520,0.32
af23560.mtx,23560,23560,484256,0.00087242,24,0.001660,968512,0.583510,0.33
af23560.mtx,23560,23560,484256,0.00087242,25,0.001750,968512,0.553486,0.31
af23560.mtx,23560,23560,484256,0.00087242,26,0.001658,968512,0.583981,0.33
af23560.mtx,23560,23560,484256,0.00087242,27,0.001603,968512,0.604193,0.34
af23560.mtx,23560,23560,484256,0.00087242,28,0.001109,968512,0.873627,0.49
af23560.mtx,23560,23560,484256,0.00087242,29,0.001454,968512,0.666315,0.38
af23560.mtx,23560,23560,484256,0.00087242,30,0.000265,968512,3.655341,2.06
af23560.mtx,23560,23560,484256,0.00087242,31,0.000252,968512,3.837847,2.16
af23560.mtx,23560,23560,484256,0.00087242,32,0.000211,968512,4.581894,2.58
af23560.mtx,23560,23560,484256,0.00087242,33,0.000213,968512,4.552220,2.57
af23560.mtx,23560,23560,484256,0.00087242,34,0.000222,968512,4.360703,2.46
af23560.mtx,23560,23560,484256,0.00087242,35,0.000241,968512,4.010582,2.26
af23560.mtx,23560,23560,484256,0.00087242,36,0.000224,968512,4.330767,2.44
af23560.mtx,23560,23560,484256,0.00087242,37,0.000238,968512,4.075319,2.30
af23560.mtx,23560,23560,484256,0.00087242,38,0.000243,968512,3.977464,2.24
af23560.mtx,23560,23560,484256,0.00087242,39,0.000238,968512,4.065537,2.29
af23560.mtx,23560,23560,484256,0.00087242,40,0.000242,968512,4.006302,2.26
af_1_k101.mtx,503625,503625,17550675,0.07466143,2,0.015160,35101350,2.315337,1.48
af_1_k101.mtx,503625,503625,17550675,0.07466143,3,0.011233,35101350,3.124764,2.00
af_1_k101.mtx,503625,503625,17550675,0.07466143,4,0.009360,35101350,3.750004,2.40
af_1_k101.mtx,503625,503625,17550675,0.07466143,5,0.008480,35101350,4.139248,2.65
af_1_k101.mtx,503625,503625,17550675,0.07466143,6,0.008001,35101350,4.387284,2.81
af_1_k101.mtx,503625,503625,17550675,0.07466143,7,0.007671,35101350,4.575951,2.93
af_1_k101.mtx,503625,503625,17550675,0.07466143,8,0.007461,35101350,4.704519,3.02
af_1_k101.mtx,503625,503625,17550675,0.07466143,9,0.007331,35101350,4.788106,3.07
af_1_k101.mtx,503625,503625,17550675,0.07466143,10,0.007859,35101350,4.466539,2.86
af_1_k101.mtx,503625,503625,17550675,0.07466143,11,0.007753,35101350,4.527721,2.90
af_1_k101.mtx,503625,503625,17550675,0.07466143,12,0.007701,35101350,4.557846,2.92
af_1_k101.mtx,503625,503625,17550675,0.07466143,13,0.008385,35101350,4.186249,2.68
af_1_k101.mtx,503625,503625,17550675,0.07466143,14,0.007996,35101350,4.390002,2.82
af_1_k101.mtx,503625,503625,17550675,0.07466143,15,0.008398,35101350,4.179508,2.68
af_1_k101.mtx,503625,503625,17550675,0.07466143,16,0.008077,35101350,4.345975,2.79
af_1_k101.mtx,503625,503625,17550675,0.07466143,17,0.007911,35101350,4.437173,2.85
af_1_k101.mtx,503625,503625,17550675,0.07466143,18,0.007806,35101350,4.496819,2.88
af_1_k101.mtx,503625,503625,17550675,0.07466143,19,0.008052,35101350,4.359353,2.80
af_1_k101.mtx,503625,503625,17550675,0.07466143,20,0.008024,35101350,4.374440,2.81
af_1_k101.mtx,503625,503625,17550675,0.07466143,21,0.008042,35101350,4.364962,2.80
af_1_k101.mtx,503625,503625,17550675,0.07466143,22,0.007979,35101350,4.399118,2.82
af_1_k101.mtx,503625,503625,17550675,0.07466143,23,0.008032,35101350,4.370236,2.80
af_1_k101.mtx,503625,503625,17550675,0.07466143,24,0.007932,35101350,4.425096,2.84
af_1_k101.mtx,503625,503625,17550675,0.07466143,25,0.008193,35101350,4.284357,2.75
af_1_k101.mtx,503625,503625,17550675,0.07466143,26,0.008418,35101350,4.169672,2.67
af_1_k101.mtx,503625,503625,17550675,0.07466143,27,0.008590,35101350,4.086142,2.62
af_1_k101.mtx,503625,503625,17550675,0.07466143,28,0.008772,35101350,4.001734,2.57
af_1_k101.mtx,503625,503625,17550675,0.07466143,29,0.008951,35101350,3.921475,2.51
af_1_k101.mtx,503625,503625,17550675,0.07466143,30,0.009069,35101350,3.870548,2.48
af_1_k101.mtx,503625,503625,17550675,0.07466143,31,0.009219,35101350,3.807486,2.44
af_1_k101.mtx,503625,503625,17550675,0.07466143,32,0.009447,35101350,3.715481,2.38
af_1_k101.mtx,503625,503625,17550675,0.07466143,33,0.009525,35101350,3.685066,2.36
af_1_k101.mtx,503625,503625,17550675,0.07466143,34,0.009722,35101350,3.610509,2.32
af_1_k101.mtx,503625,503625,17550675,0.07466143,35,0.009854,35101350,3.561995,2.28
af_1_k101.mtx,503625,503625,17550675,0.07466143,36,0.009954,35101350,3.526239,2.26
af_1_k101.mtx,503625,503625,17550675,0.07466143,37,0.010081,35101350,3.481765,2.23
af_1_k101.mtx,503625,503625,17550675,0.07466143,38,0.010171,35101350,3.450954,2.21
af_1_k101.mtx,503625,503625,17550675,0.07466143,39,0.010315,35101350,3.403024,2.18
af_1_k101.mtx,503625,503625,17550675,0.07466143,40,0.010354,35101350,3.390138,2.17
amazon0302.mtx,262111,262111,1234877,-0.07137846,2,0.004187,2469754,0.589834,0.96
amazon0302.mtx,262111,262111,1234877,-0.07137846,3,0.002136,2469754,1.156112,1.88
amazon0302.mtx,262111,262111,1234877,-0.07137846,4,0.001592,2469754,1.550897,2.52
amazon0302.mtx,262111,262111,1234877,-0.07137846,5,0.001397,2469754,1.767819,2.88
amazon0302.mtx,262111,262111,1234877,-0.07137846,6,0.001167,2469754,2.115818,3.44
amazon0302.mtx,262111,262111,1234877,-0.07137846,7,0.001108,2469754,2.229393,3.63
amazon0302.mtx,262111,262111,1234877,-0.07137846,8,0.000876,2469754,2.817998,4.59
amazon0302.mtx,262111,262111,1234877,-0.07137846,9,0.000889,2469754,2.779564,4.52
amazon0302.mtx,262111,262111,1234877,-0.07137846,10,0.000873,2469754,2.829298,4.61
amazon0302.mtx,262111,262111,1234877,-0.07137846,11,0.000786,2469754,3.143188,5.12
amazon0302.mtx,262111,262111,1234877,-0.07137846,12,0.001019,2469754,2.424705,3.95
amazon0302.mtx,262111,262111,1234877,-0.07137846,13,0.000960,2469754,2.573322,4.19
amazon0302.mtx,262111,262111,1234877,-0.07137846,14,0.000918,2469754,2.690676,4.38
amazon0302.mtx,262111,262111,1234877,-0.07137846,15,0.000864,2469754,2.857142,4.65
amazon0302.mtx,262111,262111,1234877,-0.07137846,16,0.000857,2469754,2.883175,4.69
amazon0302.mtx,262111,262111,1234877,-0.07137846,17,0.000815,2469754,3.029409,4.93
