Matrice,M,N,NZ,Densità,Thread,Tempo Medio (s),FLOPs,GFLOPS,Speedup
ML_Laplace.mtx,377002,377002,27689972,0.06982063,26,0.013313,55379944,4.159726,2.31
ML_Laplace.mtx,377002,377002,27689972,0.06982063,27,0.013180,55379944,4.201947,2.33
ML_Laplace.mtx,377002,377002,27689972,0.06982063,28,0.013527,55379944,4.094086,2.27
ML_Laplace.mtx,377002,377002,27689972,0.06982063,29,0.013741,55379944,4.030203,2.24
ML_Laplace.mtx,377002,377002,27689972,0.06982063,30,0.014050,55379944,3.941657,2.19
ML_Laplace.mtx,377002,377002,27689972,0.06982063,31,0.014307,55379944,3.870856,2.15
ML_Laplace.mtx,377002,377002,27689972,0.06982063,32,0.014491,55379944,3.821621,2.12
ML_Laplace.mtx,377002,377002,27689972,0.06982063,33,0.014772,55379944,3.749065,2.08
ML_Laplace.mtx,377002,377002,27689972,0.06982063,34,0.014919,55379944,3.712108,2.06
ML_Laplace.mtx,377002,377002,27689972,0.06982063,35,0.015196,55379944,3.644324,2.02
ML_Laplace.mtx,377002,377002,27689972,0.06982063,36,0.015336,55379944,3.611185,2.00
ML_Laplace.mtx,377002,377002,27689972,0.06982063,37,0.015793,55379944,3.506596,1.95
ML_Laplace.mtx,377002,377002,27689972,0.06982063,38,0.015811,55379944,3.502551,1.94
ML_Laplace.mtx,377002,377002,27689972,0.06982063,39,0.015801,55379944,3.504789,1.94
ML_Laplace.mtx,377002,377002,27689972,0.06982063,40,0.016026,55379944,3.455563,1.92
PR02R.mtx,161070,161070,8185136,0.04711110,2,0.007069,16370272,2.315811,1.37
PR02R.mtx,161070,161070,8185136,0.04711110,3,0.005287,16370272,3.096452,1.83
PR02R.mtx,161070,161070,8185136,0.04711110,4,0.004338,16370272,3.774114,2.23
PR02R.mtx,161070,161070,8185136,0.04711110,5,0.003917,16370272,4.178808,2.47
PR02R.mtx,161070,161070,8185136,0.04711110,6,0.003640,16370272,4.497656,2.66
PR02R.mtx,161070,161070,8185136,0.04711110,7,0.003647,16370272,4.488269,2.65
PR02R.mtx,161070,161070,8185136,0.04711110,8,0.003529,16370272,4.639046,2.74
PR02R.mtx,161070,161070,8185136,0.04711110,9,0.003434,16370272,4.766619,2.82
PR02R.mtx,161070,161070,8185136,0.04711110,10,0.003335,16370272,4.908781,2.90
PR02R.mtx,161070,161070,8185136,0.04711110,11,0.003302,16370272,4.957215,2.93
PR02R.mtx,161070,161070,8185136,0.04711110,12,0.003602,16370272,4.545338,2.69
PR02R.mtx,161070,161070,8185136,0.04711110,13,0.003534,16370272,4.632691,2.74
PR02R.mtx,161070,161070,8185136,0.04711110,14,0.003733,16370272,4.385500,2.59
PR02R.mtx,161070,161070,8185136,0.04711110,15,0.003569,16370272,4.586581,2.71
PR02R.mtx,161070,161070,8185136,0.04711110,16,0.003495,16370272,4.684058,2.77
PR02R.mtx,161070,161070,8185136,0.04711110,17,0.003482,16370272,4.702026,2.78
PR02R.mtx,161070,161070,8185136,0.04711110,18,0.003449,16370272,4.745868,2.81
PR02R.mtx,161070,161070,8185136,0.04711110,19,0.003409,16370272,4.801931,2.84
PR02R.mtx,161070,161070,8185136,0.04711110,20,0.003415,16370272,4.793014,2.83
PR02R.mtx,161070,161070,8185136,0.04711110,21,0.003417,16370272,4.790400,2.83
PR02R.mtx,161070,161070,8185136,0.04711110,22,0.003519,16370272,4.651973,2.75
PR02R.mtx,161070,161070,8185136,0.04711110,23,0.003558,16370272,4.601094,2.72
PR02R.mtx,161070,161070,8185136,0.04711110,24,0.003730,16370272,4.388436,2.59
PR02R.mtx,161070,161070,8185136,0.04711110,25,0.003731,16370272,4.387221,2.59
PR02R.mtx,161070,161070,8185136,0.04711110,26,0.003799,16370272,4.309243,2.55
PR02R.mtx,161070,161070,8185136,0.04711110,27,0.003985,16370272,4.108287,2.43
PR02R.mtx,161070,161070,8185136,0.04711110,28,0.003978,16370272,4.115150,2.43
PR02R.mtx,161070,161070,8185136,0.04711110,29,0.004073,16370272,4.018872,2.38
PR02R.mtx,161070,161070,8185136,0.04711110,30,0.004217,16370272,3.882309,2.30
